1;Château Palmer;null;1991;12;7.5;true;1200;1440;1300
2;Château Palmer;null;1991;12;7.5;true;1200;1440;1300
3;Pavillon Rouge de Château Margaux;null;1990;12;7.5;true;1080;1320;1400
4;Pavillon Rouge de Château Margaux;null;1990;12;7.5;true;1080;1320;1400
5;Pavillon Rouge de Château Margaux;null;1991;12;7.5;true;960;1200;1150
6;Pavillon Rouge de Château Margaux;null;1991;12;7.5;true;960;1200;1150
7;Château Margaux;null;1988;6;7.5;true;1620;1980;1800
8;Château Margaux;null;1988;6;7.5;true;1620;1980;1800
9;Château Margaux;null;1989;5;7.5;false;1350;1650;1580
10;Château Margaux;null;1991;12;7.5;true;3000;3600;3400
11;Château Mouton Rothschild;null;1989;12;7.5;true;3240;3900;4000
12;Château Mouton Rothschild;null;1990;12;7.5;true;3600;4200;3800
13;Château Lafite Rothschild;null;1988;6;7.5;true;3300;3900;3400
14;Château Lafite Rothschild;null;1989;11;7.5;true;4800;5500;5500
15;Château Latour;null;1985;6;7.5;true;2100;3000;2100
16;Château Latour;null;1988;12;7.5;true;3600;4200;4150
17;Château Latour;null;1989;12;7.5;true;4200;4800;4300
18;Château Pichon Baron;null;1990;12;7.5;true;2400;3600;2650
19;Château Pichon Lalande;null;1990;12;7.5;true;1200;1800;1400
20;Château Lynch Bages;null;1999;12;7.5;true;960;1200;1150
21;Château Gloria;null;1989;12;7.5;true;480;600;0
22;Château Gloria;null;1989;12;7.5;true;480;600;0
23;Château Gruaud Larose;null;1981;11;7.5;true;440;550;420
24;Château Beychevelle;null;1985;6;7.5;true;420;600;440
25;Château Beychevelle;null;1988;6;7.5;true;420;600;440
26;Château Léoville Poyferré;null;1997;10;7.5;true;420;600;400
27;Château Léoville Poyferré;null;1997;12;7.5;true;540;720;560
28;Château Ducru Beaucaillou;null;1988;10;7.5;true;800;1000;860
29;Château Cos d’Estournel;null;1983;12;7.5;true;960;1200;1000
30;Château Cos d’Estournel;null;1983;12;7.5;true;960;1200;1000
31;Château Cos d’Estournel;null;1989;12;7.5;true;1200;1560;1300
