1;Grands Échezeaux;Domaine Monegard-Mugneret;2005;6;7.5;true;1200;1800;980
2;Château Brane-Cantenac;null;2011;12;7.5;true;360;480;380
3;Château Kirwan;null;2005;12;7.5;true;480;720;400
4;Château Pichon Baron;null;2010;12;7.5;true;1560;2100;1400
5;Château Pontet Canet;null;1996;12;7.5;true;720;960;900
6;Château Pontet Canet;null;2000;12;7.5;true;960;1200;900
7;Château Pontet Canet;null;2008;12;7.5;true;720;960;720
8;Château Pontet Canet;null;2009;12;7.5;true;1800;2400;1900
9;Château Pontet Canet;null;2010;12;7.5;true;1800;2400;2000
10;Château Pontet Canet;null;2011;12;7.5;true;780;900;680
11;Château Lafite Rothschild;null;2003;4;7.5;true;2000;3000;2200
12;Château Lafite Rothschild;null;2006;12;7.5;true;6000;9000;5400
13;Château Lafite Rothschild;null;2008;12;7.5;true;6000;9000;5900
14;Château Latour;null;2004;12;7.5;true;3960;4800;3600
15;Château Latour;null;2005;12;7.5;true;8400;10800;7500
16;Château Léoville Barton;null;2000;12;7.5;true;1080;1320;1100
17;Château Léoville Barton;null;2003;12;7.5;true;900;1080;900
18;Château Léoville Barton;null;2004;12;7.5;true;600;780;510
19;Château Léoville Las Cases;null;2002;12;7.5;true;1800;2400;1500
20;Château Ducru Beaucaillou;null;2000;12;7.5;true;1680;2160;1720
21;Château Ducru Beaucaillou;null;2008;12;7.5;true;1080;1320;960
22;Château Haut-Brion;null;1996;4;7.5;true;1000;1400;1000
23;Château Haut-Brion;null;2008;4;7.5;false;1000;1400;1000
24;Château Haut-Brion;null;2008;6;7.5;true;1500;2100;1500
25;Château Pavie Macquin;null;2010;12;7.5;true;840;1080;850
26;Château Pavie;null;2010;12;7.5;true;3240;3960;3200
27;Château Tertre Rôteboeuf;Vignoble Mitjaville;2011;12;7.5;true;1800;3000;0
28;Château Troplong Mondot;null;2008;12;7.5;true;780;960;0
29;Château Ausone;null;2005;6;7.5;true;7200;9000;0
30;Château Beauséjour;Duffau-Lagarosse;2005;12;7.5;true;960;1200;0
31;Château Lafleur;null;2010;6;7.5;true;4800;6600;4800
32;Château Petrus;null;2008;6;7.5;true;10200;12600;9400
33;Château Petrus;null;2012;6;7.5;true;9000;12000;9050
34;Dominus;Dominus Estate;1997;8;7.5;true;1200;1600;1400
35;Dominus;Dominus Estate;2008;6;7.5;true;960;1200;1000
36;Ridge Montebello;Paul Draper;1994;6;7.5;true;600;840;600
37;Ridge Montebello;Paul Draper;1995;6;7.5;true;600;840;680
38;Ridge Montebello;Paul Draper;1998;3;15;true;600;900;650
