1;Château Margaux;AC/MC Margaux;null;2005;12;7.5;true;6000;7800;6500
2;Château Margaux;AC/MC Margaux;null;2009;12;7.5;true;7200;8400;7400
3;Les Forts de Latour;AC/MC Pauillac;null;2009;12;7.5;true;1560;1800;2000
4;Les Forts de Latour;AC/MC Pauillac;null;2010;12;7.5;true;1800;2400;1900
5;Les Forts de Latour;AC/MC Pauillac;null;2011;12;7.5;true;1320;1560;1650
6;Château Latour;AC/MC Pauillac;null;2005;6;7.5;true;4200;5400;4000
7;Château Latour;AC/MC Pauillac;null;2009;12;7.5;true;10800;14400;11000
8;Château Latour;AC/MC Pauillac;null;2010;120;7.5;true;9500;12500;9400
9;Château Lafite Rothschild;AC/MC Pauillac;null;2008;4;7.5;true;2800;3600;0
10;Château Lafite Rothschild;AC/MC Pauillac;null;2009;12;7.5;true;8400;10800;8000
11;Château Lafite Rothschild;AC/MC Pauillac;null;2010;12;7.5;true;9000;12000;8400
12;Château Mouton Rothschild;AC/MC Pauillac;null;2006;12;7.5;true;4800;7200;4700
13;Château Cos d'Estournel;AC/MC St. Estèphe;null;2009;12;7.5;true;3000;3600;3000
14;Château Du Beaucaillou;AC/MC St. Julien;null;2010;12;7.5;true;1920;2400;2120
15;Château Léoville Las Cases;AC/MC St. Julien;null;1996;12;7.5;true;2400;3600;2550
16;Château La Mission Haut-Brion;AC/MC Pessac Léognan;null;1995;12;7.5;true;1920;2400;2150
17;Château La Mission Haut-Brion;AC/MC Pessac Léognan;null;2006;12;7.5;true;2700;3600;0
18;Château La Mission Haut-Brion;AC/MC Pessac Léognan;null;2009;12;7.5;true;6000;7800;6300
19;Château La Mission Haut-Brion;AC/MC Pessac Léognan;null;2010;12;7.5;true;4800;6000;5000
20;Château La Mission Haut-Brion;AC/MC Pessac Léognan;null;2011;12;7.5;true;2700;3600;0
21;Château Haut-Brion;AC/MC Pessac Léognan;null;2005;12;7.5;true;7800;9600;0
22;Château Haut-Brion;AC/MC Pessac Léognan;null;2009;12;7.5;true;7200;9000;7200
23;Château Haut-Brion;AC/MC Pessac Léognan;null;2010;12;7.5;true;7200;9000;7230
24;Château Pavie Macquin;AC/MC St. Emilion;null;2005;12;7.5;true;1080;1320;1250
25;Château Pavie;AC/MC St. Emilion;null;2005;12;7.5;true;3960;4800;4000
26;Château Ausone;AC/MC, St. Emilion;null;2010;12;7.5;true;10800;13200;11900
26;Château Ausone;AC/MC, St. Emilion;null;2011;12;7.5;true;4800;6000;0
28;Château La Conseillante AC/MC;null;Pomerol;2009;12;7.5;true;3000;3600;1700
29;Château L'Eglise Clinet AC/MC;null;Pomerol;2005;12;7.5;true;5400;7200;5400
30;Château Pétrus;AC/MC Pomerol;null;2009;6;7.5;true;16200;19200;16500
31;Vega Sicilia Unico Especial;MO/DOCa, Ribera del Duero;Bodegas Vega Sicilia;2013;3;7.5;true;720;960;800
32;Champagne Dom Pérignon;AC/MO Champagne;Moët & Chandon;1996;1;7.5;false;180;250;200
33;Champagne Dom Pérignon;AC/MO Champagne;Moët & Chandon;1996;1;7.5;false;180;250;200
34;Château Laville Haut Brion blanc;AC/MC Pessac Léognan;null;2000;2;7.5;false;300;500;250
35;Château Malartic-Lagravière blanc AC/MC;null;Pessac-Léognan;2000;4;7.5;false;140;200;0
36;Château Palmer;AC/MC Margaux;null;1990;5;7.5;false;750;1000;1100
37;Château Palmer;AC/MC Margaux;null;1998;4;7.5;false;560;720;600
38;Château Margaux;AC/MC Margaux;null;1995;3;7.5;false;1050;1500;1200
39;Château Pichon Lalande;AC/MC Pauillac;null;1994;4;7.5;false;320;440;310
40;Château La Bécasse;AC/MC Pauillac;null;2005;10;7.5;true;250;400;200
41;Château d'Armailhac;AC/MC Pauillac;Domaines Rothschild;2000;6;7.5;false;300;420;290
42;Château Mouton Rothschild;AC/MC Pauillac;null;1989;6;7.5;false;1800;2400;2000
43;Château Mouton Rothschild;AC/MC Pauillac;null;1990;5;7.5;false;1350;1750;1550
44;Château Mouton Rothschild;AC/MC Pauillac;null;1994;5;7.5;false;1250;1500;1600
45;Château Mouton Rothschild;AC/MC Pauillac;null;1999;5;7.5;false;1350;1750;1900
46;Château Haut-Marbuzet;AC/MC St. Estephe;bourgeois;2000;8;7.5;false;360;480;300
47;Château Calon Ségur;AC/MC St. Estèphe;null;1995;8;7.5;false;640;800;600
48;Château Montrose;AC/MC St. Estèphe;null;1995;3;7.5;false;240;330;260
49;Château Léoville Barton;AC/MC St. Julien;null;1995;2;7.5;false;100;140;120
50;Château Léoville Barton;AC/MC St. Julien;null;1995;6;7.5;true;300;420;410
51;Château Léoville Barton;AC/MC St. Julien;null;1995;6;7.5;true;300;420;410
52;Château Léoville Barton;AC/MC St. Julien;null;1996;12;7.5;true;600;840;950
53;Château Léoville Las Cases;AC/MC St. Julien;null;1989;6;7.5;false;720;900;750
54;Château Léoville Las Cases;AC/MC St. Julien;null;1995;2;7.5;false;260;330;280
55;Château Hermitage;AC/MC St. Emilion;null;2005;12;7.5;true;600;840;500
56;Château Hermitage;AC/MC St. Emilion;null;2005;12;7.5;true;600;840;0
57;Château Cap de Faugères AC/MC;null;Castillon côtes de Bordeaux;2005;12;7.5;true;180;240;140
58;Haut-Faugères;AC/MC St. Emilion;vin Ch. Faugères;2005;12;7.5;true;240;360;240
59;Haut-Faugères;AC/MC St. Emilion;vin Ch. Faugères;2009;12;7.5;true;240;360;240
60;Haut-Faugères;AC/MC St. Emilion;vin Ch. Faugères;2009;12;7.5;true;240;360;240
61;Haut-Faugères;AC/MC St. Emilion;vin Ch. Faugères;2012;12;7.5;true;270;390;240
62;Château Faugères;AC/MC St. Emilion;null;2000;3;15;true;210;300;180
63;Château Faugères;AC/MC St. Emilion;null;2003;6;15;true;420;600;420
64;Château Faugères;AC/MC St. Emilion;null;2004;6;15;true;360;480;300
65;Château Faugères;AC/MC St. Emilion;null;2006;12;7.5;true;240;360;220
66;Château Péby Faugères;AC/MC St. Emilion;null;2000;12;7.5;true;1200;1560;1250
67;Château Péby Faugères;AC/MC St. Emilion;null;2002;12;7.5;true;720;960;580
68;Château Péby Faugères;AC/MC St. Emilion;null;2004;12;7.5;true;840;1200;700
69;Château Péby Faugères;AC/MC St. Emilion;null;2004;12;7.5;true;840;1200;700
70;Château Péby Faugères;AC/MC St. Emilion;null;2006;12;7.5;true;840;1200;720
71;Clos de l'Oratoire;AC/MC St. Emilion;null;1998;3;7.5;false;180;240;0
72;Château Troplong Mondot 1995;AC/MC St. Emilion;Château Mayne 1995;1995;4;7.5;false;200;300;0
73;Château Le Moulin AC/MC;null;Pomerol;2000;3;7.5;false;150;240;0
74;Château l'Evangile AC/MC;null;Pomerol;1998;2;7.5;false;250;400;295
75;Château Coutet AC/MC;null;Barsac-Sauternes;1990;3;7.5;false;150;210;140
76;Château Climens;AC/MC Barsac;null;1990;5;7.5;false;450;650;420
77;Château Suduiraut;AC/MC Sauternes;null;1990;7;3.75;false;245;350;0
78;Château Suduiraut;AC/MC Sauternes;null;1990;12;3.75;false;420;600;0
79;Château Suduiraut;AC/MC Sauternes;null;1990;4;7.5;false;240;360;0
80;Château Rieussec;AC/MC Sauternes;null;1990;6;3.75;false;180;270;170
81;Château Rieussec;AC/MC Sauternes;null;1990;12;3.75;false;360;540;0
82;Château Rieussec;AC/MC Sauternes;null;1990;12;3.75;false;360;540;0
83;Château Rieussec;AC/MC Sauternes;null;1990;12;3.75;false;360;540;340
84;Château Rieussec;AC/MC Sauternes;null;1998;12;3.75;true;210;300;180
85;Château Rieussec;AC/MC Sauternes;null;1990;4;7.5;false;240;360;0
