1;Château Canon La Gaffelière;AC/MC St. Emilion;null;1998;1;7.5;true;0;0;1020
2;Clos de l'Oratoire;AC/MC St. Emilion;null;2001;1;7.5;true;0;0;480
3;Clos de l'Oratoire;AC/MC St. Emilion;null;2001;1;7.5;true;0;0;480
4;Clos René AC/MC;null;Pomerol;2000;1;7.5;true;0;0;500
5;Clos René AC/MC;null;Pomerol;2000;1;7.5;true;0;0;500
6;Château La Lagune AC/MC;null;Haut-Médoc;2004;1;7.5;true;0;0;400
7;Château La Lagune AC/MC;null;Haut-Médoc;2004;1;7.5;true;0;0;0
8;Château Sociando Mallet;AC/MC Haut Médoc;null;1995;1;7.5;true;0;0;440
9;Château du Tertre;AC/MC Margaux;null;2000;1;7.5;true;0;0;540
10;Château du Tertre;AC/MC Margaux;null;2000;1;7.5;true;0;0;540
11;Château Margaux;AC/MC Margaux;null;2005;1;7.5;true;0;0;6200
12;Château Pontet Canet;AC/MC Pauillac;null;2009;1;7.5;true;0;0;2100
13;Château Lafite Rothschild;AC/MC Pauillac;null;2009;1;7.5;true;0;0;8200
14;Château Lafite Rothschild;AC/MC Pauillac;null;2010;1;7.5;true;0;0;9000
15;Château Latour;AC/MC Pauillac;null;2001;1;7.5;true;0;0;4600
16;Château Latour;AC/MC Pauillac;null;2010;1;7.5;true;0;0;11000
17;Château Mouton Rothschild;AC/MC Pauillac;null;2006;1;7.5;true;0;0;4600
18;Château Du Beaucaillou;AC/MC St. Julien;null;2000;1;7.5;true;0;0;2000
19;Château Cos d'Estournel;AC/MC St. Estèphe;null;2009;1;7.5;true;0;0;3100
20;Château Cos d'Estournel;AC/MC St. Estèphe;null;2010;6;7.5;true;0;0;1200
21;Château Haut Bailly;AC/MO Pessac Léognan;null;2010;1;7.5;true;0;0;1200
22;Château La Mission Haut Brion;AC/MC Pessac Léognan;null;2010;1;7.5;true;0;0;4400
23;Château Haut-Brion;AC/MC Pessac Léognan;null;2010;1;7.5;true;0;0;7800
24;La Mondotte;AC/MC St. Emilion;null;2010;6;7.5;true;0;0;2000
25;Château Pavie;AC/MC St. Emilion;null;2011;1;7.5;true;0;0;1920
