1;Chardonnay;MO Bündner Herrschaft;Gantenbein;2010;1;15;false;400;600;480
2;Pinot Noir;MO Bündner Herrschaft;Gantenbein;2002;6;7.5;false;540;720;500
3;Pinot Noir;MO Bündner Herrschaft;Gantenbein;2011;6;7.5;false;540;720;500
6;Pinot Noir Unique;MO Bündner Herrschaft;Weingut Donatsch;2013;6;7.5;false;360;480;450
7;Pinot Gris Brand;AC/MO Alsace;Josmeyer;2006;6;7.5;true;150;210;120
8;Pinot Gris Sommerberg Séléction Grains Nobles;AC/MO Alsace;Albert Boxler;2008;6;7.5;true;360;540;300
9;Chablis Valmur;AC/MO Chablis;Domaine nçois Raveneau;2005;1;7.5;false;250;350;250
10;Chablis Blanchots;AC/MO Chablis;Domaine nçois Raveneau;2010;2;7.5;false;400;600;500
11;Corton-Renardes;AC/MO Côte de Beaune;Domaine Leroy;2009;1;7.5;false;1200;1500;1100
12;Chevalier- Montrachet Les Demoiselles blanc;AC/MO Côte de Beaune;Louis Jadot;2005;2;7.5;false;400;540;330
13;Corton-Charlemagne blanc;AC/MO Côte de Beaune;Bonneau du Martray;2005;3;15;true;600;900;650
14;Le Montrachet;AC/MO Côte de Beaune;Domaine Etienne Sauzet;2005;1;7.5;false;350;500;520
15;PulignyMontrachet Les Pucelles;AC/MO Côte de Beaune;Domaine Leflaive;2005;1;7.5;false;180;250;190
16;Meursault Les Perrières;AC/MO Côte de Beaune;Pierre Morey;2005;6;7.5;false;600;900;510
17;Meursault Les Tessons;AC/MO Côte de Beaune;Pierre Morey;2005;3;7.5;false;240;390;190
18;Le Montrachet;AC/MO Côte de Beaune;Louis Jadot;2010;3;7.5;true;750;1050;910
19;Meursault Charmes;AC/MO Côte de Beaune;Domaine des Comtes Lafon;2010;6;7.5;false;960;1200;1150
20;Meursault Les Perrières;AC/MO Côte de Beaune;Domaine des Comtes Lafon;2010;3;7.5;false;600;810;760
21;Le Montrachet;AC/MO Côte de Beaune;Domaine des Comtes Lafon;2012;1;7.5;false;1100;1500;1100
22;Meursault;AC/MO Côte de Beaune;Domaine Coche-Dury;2014;3;7.5;false;750;1200;950
23;Meursault Caillerets;AC/MO Côte de Beaune;Domaine Coche-Dury;2013;2;7.5;false;1000;1400;1200
24;Meursault Caillerets;AC/MO Côte de Beaune;Domaine Coche-Dury;2014;1;7.5;false;500;700;680
25;Meursault Les Perrières;AC/MO Côte de Beaune;Domaine Coche-Dury;2014;1;7.5;false;1500;2000;1700
26;Puligny-Montrachet Les Enseignères;AC/MO Côte de Beaune;Domaine Coche-Dury;2014;3;7.5;false;1500;2100;1850
27;Grands-Echezeaux;AC/MO Côte de Nuits;Domaine Romanée Conti;2010;1;7.5;false;900;1200;1150
28;La Tâche;AC/MO Côte de Nuits;Domaine Romanée Conti;2013;3;7.5;false;5100;6600;5500
29;Chambolle Musigny Les Amoureuses;AC/MO Côte de Nuits;Lucien Le Moine;2014;3;7.5;false;540;750;640
30;Griotte-Chambertin;AC/MO Côte de Nuits;Lucien Le Moine;2014;3;7.5;false;540;750;550
31;Bonnes Mares;AC/MO Côte de Nuits;Lucien Le Moine;2014;6;7.5;false;1080;1500;1100
32;Chambertin Clos de Bèze;AC/MO Côte de Nuits;Lucien Le Moine;2014;3;7.5;false;600;810;660
33;Clos de la Roche;AC/MO Côte de Nuits;Lucien Le Moine;2014;6;7.5;false;1080;1500;890
34;Chambolle Musigny Aux Beaux Bruns;AC/MO Côte de Nuits;Domaine Denis Mortet;2014;3;7.5;false;240;360;280
35;Gevrey-Chambertin Lavaux St-Jaques;AC/MO Côte de Nuits;Domaine Denis Mortet;2014;3;7.5;false;270;390;280
36;Clos de Vougeot;AC/MO Côte de Nuits;Domaine Denis Mortet;2014;3;7.5;false;540;750;500
37;Mazis-Chambertin;AC/MO Côte de Nuits;Domaine Denis Mortet;2014;1;7.5;false;400;500;360
38;Chambertin;AC/MO Côte de Nuits;Domaine Denis Mortet;2014;1;7.5;false;450;600;430
39;Bonnes Mares;AC/MO Côte de Nuits;Domaine Denis Mortet;2014;1;7.5;false;400;500;370
40;Chambertin;AC/MO Côte de Nuits;Dugat-Py;2012;1;7.5;true;1500;2200;1600
41;Clos de Vougeot;AC/MO Côte de Nuits;Domaine Leroy;2009;1;7.5;false;900;1300;1000
42;Champagne Blanc de Blancs;AC/MO Champagne;null;1999;1;15;false;800;1200;890
43;Champagne Cristal;AC/MO Champagne;Champagne Louis Roederer;1999;1;30;false;1200;2000;1050
44;Château Malartic-Lagravière rouge;AC/MC Pessac Léognan;null;1961;1;7.5;false;120;200;80
45;Château Ausone;AC/MC St. Emilion;null;2001;1;7.5;false;550;700;480
46;Château d’Arche;AC/MC Sauternes;null;1961;1;7.5;false;180;300;180
47;Château d’Arche;AC/MC Sauternes;null;1961;1;7.5;false;180;300;150
48;Château d’Arche;AC/MC Sauternes;null;1961;1;7.5;false;180;300;150
49;Château Rayas Réservé;AC/MO Châteauneuf du Pape;Rayas;2003;1;7.5;false;300;500;370
50;Château Rayas Réservé;AC/MO Châteauneuf du Pape;Rayas;2003;1;7.5;false;300;500;370
51;Chateauneuf-du Pape Cuvée des Célestins;AC/MO Châteauneuf du Pape;Domaine Henri Bonneau;2005;1;7.5;false;300;400;360
52;Chateauneuf-du Pape Cuvée des Célestins;AC/MO Châteauneuf du Pape;Domaine Henri Bonneau;2007;1;15;false;700;1000;800
53;Clos Rougeard;AC/MO Saumur-Champigny;null;2000;2;7.5;false;440;600;550
54;Clos Rougeard;AC/MO Saumur-Champigny;null;2004;3;7.5;false;660;900;900
55;Clos Rougeard;AC/MO Saumur-Champigny;null;2008;3;7.5;false;660;900;700
56;Clos Rougeard;AC/MO Saumur-Champigny;null;2007;2;15;false;800;1200;1200
57;La Grange des Pères;AC/MO Languedoc-Roussillon;null;2013;2;7.5;false;120;180;140
58;La Grange des Pères;AC/MO Languedoc-Roussillon;null;2011;1;15;false;150;200;140
59;Alzero;MO/IGP Veneto;Quintarelli;2001;1;7.5;false;200;300;260
60;Masseto;MO/DOC Bolgheri;Tenuta dell’Ornellaia;1999;1;15;true;1000;1300;1000
61;Masseto;MO/DOC Bolgheri;Tenuta dell’Ornellaia;1999;1;15;true;1000;1300;1000
62;Pingus;MO/DOCa Ribera del Duero;Peter Sisseck;2005;3;7.5;true;1350;1800;1650
63;Termanthia;MO/DO Toro;Bodegas Numanthia Thermes;2004;6;7.5;true;900;1200;780
64;Insignia;MO Napa Valley;Joseph Phelps;2012;6;7.5;true;960;1200;840
65;Proprietary Red;MO Napa Valley;Continuum;2012;6;7.5;true;780;960;800
66;Pinot Noir Ma Danseuse;MO Sonoma Coast;Peter Michael Winery;2012;1;7.5;false;270;350;380
67;Ridge Monte Bello;MO Santa z Mountains;Ridge Vineyards;2007;3;15;true;660;900;840
68;Shafer Hillside Select Sunspot Valley;MO Napa Valley;Shafer Vineyards;1996;1;7.5;false;500;800;400
69;Shafer Hillside Select Sunspot Valley;MO Napa Valley;Shafer Vineyards;1996;1;7.5;false;500;800;400
71;Château Pichon Baron;AC/MC Pauillac;null;1998;6;15;true;1080;1320;1100
72;Château Pichon Baron;AC/MC Pauillac;null;1998;12;7.5;true;1080;1320;1150
73;Château Pichon Baron;AC/MC Pauillac;null;2011;12;7.5;true;900;1080;840
74;Château Léoville Barton;AC/MC St. Julien;null;1979;1;15;false;150;300;150
75;Château Cos d’Estournel;AC/MC St. Estèphe;null;2003;12;7.5;true;1800;2400;1950
76;Château l’Hermitage;AC/MC St. Emilion;null;2005;12;7.5;true;600;840;520
77;Château l’Hermitage;AC/MC St. Emilion;null;2005;12;7.5;true;600;840;520
78;Château La Gomerie;AC/MC St. Emilion;G. & D. Bécot;2005;12;7.5;true;1080;1320;850
79;Clos St.-Martin;AC/MC St. Emilion;null;2011;12;7.5;true;540;720;480
80;Château Faugères;AC/MC St. Emilion;null;2000;6;7.5;true;210;300;210
81;Château Faugères;AC/MC St. Emilion;null;2000;6;7.5;true;210;300;210
82;Château Faugères;AC/MC St. Emilion;null;2003;6;15;true;420;600;400
83;Château Faugères;AC/MC St. Emilion;null;2004;6;15;true;360;480;340
84;Château de Chambrun AC/MC;null;Lalande de Pomerol;2005;12;7.5;true;330;420;240
85;Château de Chambrun AC/MC;null;Lalande de Pomerol;2005;12;7.5;true;330;420;240
86;Château Le Moulin ;AC/MC Pomerol;2000;3;7.5;false;150;240;110
87;Château Le Pin ;AC/MC Pomerol;1996;1;7.5;false;1500;2200;1300
88;Château Le Pin ;AC/MC Pomerol;1996;1;7.5;false;1500;2200;1300
89;Château Rieussec;AC/MC Sauternes;null;1998;12;3.75;true;210;300;165
90;Clos Erasmus;MO/DOCa Priorat;Clos i Terrasses;2003;6;7.5;true;1500;2100;1500
91;Clos Erasmus;MO/DOCa Priorat;Clos i Terrasses;2003;1;15;true;500;800;480
92;Chardonnay Richie Vineyard;MO Sonoma Valley;null;2003;4;7.5;false;360;480;380
93;Chardonnay Richie Vineyard;MO Sonoma Valley;null;2004;5;7.5;false;500;750;500
94;Chardonnay Jayson;MO Napa Valley;Pahlmeyer;2001;3;7.5;false;150;250;120
95;Chardonnay Jayson;MO Napa Valley;Pahlmeyer;2002;6;7.5;false;300;450;240
96;Chardonnay Jayson;MO Napa Valley;Pahlmeyer;2002;7;7.5;false;350;525;280
97;Harlan Estate The Maiden;MO Napa Valley;Harlan Estate;2001;2;7.5;true;360;540;400
98;Harlan Estate The Maiden;MO Napa Valley;Harlan Estate;2003;3;7.5;true;450;600;450
99;Shiraz Turkey Flat;MO Barossa Valley;Turkey Flat Vineyards;1996;6;7.5;false;270;360;210
100;Deusyls de La Peira;AC/MO Languedoc;La Peira en Damaisela;2007;7;7.5;false;210;350;180
101;Château Laville Haut Brion blanc;AC/MC Pessac Léognan;null;1994;1;7.5;false;120;200;90
102;Château Laville Haut Brion blanc;AC/MC Pessac Léognan;null;2000;2;7.5;false;300;500;240
103;Château Laville Haut Brion blanc;AC/MC Pessac Léognan;null;2003;6;7.5;true;1200;1500;1200
104;Château Haut-Brion blanc;AC/MC Pessac Léognan;null;1999;5;7.5;false;1750;2500;2200
105;Château Haut-Brion blanc;AC/MC Pessac Léognan;null;2001;1;7.5;false;350;500;420
106;Château Lafite Rothschild;AC/MC Pauillac;null;2003;6;7.5;true;4200;6000;4700
107;Château Lafite Rothschild;AC/MC Pauillac;null;2003;1;15;false;1500;2000;1500
108;Château Lafite Rothschild;AC/MC Pauillac;null;2009;12;7.5;true;8400;10800;7800
109;Château Lafite Rothschild;AC/MC Pauillac;null;2010;12;7.5;true;9600;12000;8200
110;Château Montrose;AC/MC St. Estèphe;null;2008;12;7.5;true;960;1200;880
111;Château Montrose;AC/MC St. Estèphe;null;2010;12;7.5;true;2160;2640;2250
112;Château de Valandraud;AC/MC St. Emilion;null;2003;6;7.5;true;1080;1500;900
113;Château de Valandraud;AC/MC St. Emilion;null;2003;6;7.5;true;1080;1500;900
114;L’Interdit de Château Valandraud;AC/MC Pomerol;null;2000;3;7.5;false;360;480;300
115;Château Ausone;AC/MC St. Emilion;null;2003;1;7.5;true;900;1200;790
116;Château Ausone;AC/MC St. Emilion;null;2003;3;7.5;true;2700;3600;2800
117;Château La Serre;AC/MC St. Emilion;null;2006;6;7.5;true;240;330;200
118;Château l’Hermitage;AC/MC St. Emilion;null;2005;12;7.5;true;600;840;520
119;Château de Chambrun Le Bourg;AC/MC Pomerol;Lalande de Pomerol;2009;6;15;true;480;720;420
120;Château Le Pin ;AC/MC Pomerol;2001;3;7.5;false;6000;9000;6000
121;Château Clinet ;AC/MC Pomerol;2009;3;7.5;true;660;900;810
122;Château Climens;AC/MC Barsac;null;1995;3;7.5;false;120;180;80
123;Luce della Vite;MO/IGT Toscana;Luce della Vite;2000;6;7.5;true;330;450;270
124;Solaia;MO/IGT Toscana;Piero Antinori;1998;3;7.5;false;450;600;400
125;Redigaffi;MO/IGT Toscana;Tua Rita;2007;1;15;true;400;600;380
126;Marc de Bourgogne;AC/MO Côte de Nuits;Domaine Romanée Conti;1995;1;7.5;false;800;1000;800
128;Cognac Centaure Napoléon;AC/MO Cognac;Remy Martin;1983;1;7.5;false;300;500;240
132;Messorio;MO/IGT Bolgheri;Azienda Le Macchiole;2002;6;7.5;true;480;660;400
133;Messorio;MO/IGT Bolgheri;Azienda Le Macchiole;2002;6;7.5;true;480;660;400
134;Messorio;MO/IGT Bolgheri;Azienda Le Macchiole;2002;6;7.5;true;480;660;400
135;Barbaresco;MO/DOCG Piemonte;Angelo Gaja;2012;2;7.5;true;200;300;200
136;Barbaresco;MO/DOCG Piemonte;Angelo Gaja;1989;6;15;true;2400;3000;2400
137;Barbaresco;MO/DOCG Piemonte;Angelo Gaja;1990;6;15;true;2700;3600;2700
138;Cabernet Sauvignon Darmagi;MO/IGT Piemonte;Angelo Gaja;1989;6;15;true;1800;2400;1800
139;Cabernet Sauvignon Darmagi;MO/IGT Piemonte;Angelo Gaja;1990;6;15;true;2100;2700;2100
140;Solaia;MO/IGT Toscana;Piero Antinori;1995;1;15;true;300;400;280
141;Solaia;MO/IGT Toscana;Piero Antinori;1997;1;15;true;500;700;450
142;Ornellaia;MO/DOC Bolgheri;Tenuta dell’Ornellaia;1997;6;7.5;true;960;1200;960
143;Ornellaia;MO/DOC Bolgheri;Tenuta dell’Ornellaia;1998;6;7.5;true;960;1200;930
144;Sassicaia;MO/DOC Bolgheri;Tenuta San Guido;1996;3;15;true;990;1200;1000
145;Sassicaia;MO/DOC Bolgheri;Tenuta San Guido;1997;3;15;true;1500;2100;1380
146;Opus One;MO Napa Valley;Mondavi & Rothschild;1985;6;7.5;true;1080;1320;1520
147;Opus One;MO Napa Valley;Mondavi & Rothschild;1990;6;7.5;true;1200;1500;1500
148;Opus One;MO Napa Valley;Mondavi & Rothschild;1992;6;7.5;true;1200;1500;1500
