1;Château Margaux;null;1999;6;7.5;true;1800;2400;1850
2;Château Margaux;null;1999;6;7.5;true;1800;2400;1850
3;Château Margaux;null;1999;6;7.5;true;1800;2400;1850
4;Château Margaux;null;1999;6;7.5;true;1800;2400;1850
5;Château Margaux;null;1999;6;7.5;true;1800;2400;1850
6;Château Margaux;null;1999;12;7.5;true;3600;4800;3700
7;Château Margaux;null;2000;6;7.5;true;4200;5400;3600
8;Château Mouton Rothschild;null;1995;6;7.5;true;1800;2400;2000
9;Château Mouton Rothschild;null;1996;6;15;true;3600;4800;4000
10;Château Lafite Rothschild;null;1999;6;7.5;true;2700;3600;3000
11;Château Lafite Rothschild;null;1999;6;7.5;true;2700;3600;3000
12;Château Lafite Rothschild;null;1999;12;7.5;true;5400;7200;5800
13;Château Latour;null;1996;6;7.5;true;3000;4200;3200
14;Château Latour;null;1996;6;7.5;true;3000;4200;3200
15;Château Latour;null;1996;6;7.5;true;3000;4200;3100
16;Château Latour;null;1999;6;7.5;true;2100;3000;2100
17;Château Latour;null;1999;6;7.5;true;2100;3000;2100
18;Château Latour;null;2000;6;7.5;true;4200;5400;4400
19;Château Lynch Bages;null;2000;2;15;false;700;900;780
20;Château Lynch Bages;null;2000;3;15;true;1050;1350;1100
21;Château Léoville Las Cases;null;1988;12;7.5;true;1440;1800;1550
22;Château Léoville Las Cases;null;1988;12;7.5;true;1440;1800;1550
23;Château La Mission Haut Brion;null;1999;12;7.5;true;1680;2100;1600
24;Château Haut Brion;null;1996;12;7.5;true;3240;3900;3400
25;Château Haut Brion;null;1996;12;7.5;true;3240;3900;3400
26;Château Haut Brion;null;1999;12;7.5;true;3000;3600;3000
27;Château Haut Brion;null;2003;6;7.5;true;1620;2100;1800
28;Château Cheval Blanc;null;1988;12;7.5;true;3000;4200;3200
29;Château Cheval Blanc;null;1996;6;7.5;true;1500;2100;1650
30;Château Cheval Blanc;null;1996;6;7.5;true;1500;2100;1650
31;Château Cheval Blanc;null;1996;6;7.5;true;1500;2100;1650
32;Château Cheval Blanc;null;1996;6;7.5;true;1500;2100;1650
33;Château Cheval Blanc;null;1999;6;7.5;true;1500;2100;1650
34;Château Cheval Blanc;null;1999;6;7.5;true;1500;2100;1650
35;Château Cheval Blanc;null;1999;12;7.5;true;3000;4200;3400
36;Château Cheval Blanc;null;1999;12;7.5;true;3000;4200;3400
37;Château Cheval Blanc;null;2000;6;7.5;true;3600;4800;3420
38;Château Cheval Blanc;null;2000;6;7.5;true;3600;4800;3420
39;Château Cheval Blanc;null;2000;6;7.5;true;3600;4800;3420
40;Château Ausone;null;1999;12;7.5;true;3960;4800;3600
41;Champagne Dom Pérignon;null;1996;6;7.5;false;1080;1320;1000
42;Corton Charlemagne;Dom Rapet Pére & Fils;2009;2;15;false;250;300;240
43;Batard Montrachet;null;2005;6;7.5;true;1080;1320;0
44;Batard Montrachet;null;2005;6;7.5;true;1080;1320;0
45;Charmes Chambertin;Louis Jadot;2009;6;7.5;true;720;960;0
46;Charmes Chambertin;Louis Jadot;2009;6;7.5;true;720;960;0
47;Chapelle Chambertin;Louis Jadot;2009;6;7.5;true;750;1050;600
48;Chapelle Chambertin;Louis Jadot;2009;6;7.5;true;750;1050;0
49;Clos Vougeot;Louis Jadot;2005;6;7.5;true;960;1200;0
50;Clos Vougeot;Louis Jadot;2005;6;7.5;true;960;1200;0
51;Pommard Les Epenots;Domaine Parent;2005;12;7.5;false;540;720;580
52;Château Palmer;null;2003;6;7.5;true;720;900;800
53;Château Lynch Bages;null;1995;3;15;true;600;750;650
54;Château Lynch Bages;null;2000;12;7.5;true;1920;2400;2040
55;Château Pichon Baron;null;2000;12;7.5;true;1920;2400;2050
56;Château Latour;null;1999;3;15;true;2100;2700;2100
57;Château Mouton Rothschild;null;2001;12;7.5;true;3300;3900;3700
58;Château Mouton Rothschild;null;2001;6;15;true;3300;3900;3400
59;Château Léoville Las Cases;null;1996;1;60;true;2500;3500;2300
60;Château Laville Haut Brion;null;2000;6;7.5;true;720;960;600
61;Château Pape Clément blanc;null;2000;6;7.5;true;300;420;300
62;Château Pape Clément rouge;null;2006;12;7.5;true;960;1200;940
63;Château Haut Brion;null;2002;12;7.5;true;3000;3600;2900
64;Château Haut Brion;null;2004;12;7.5;true;3240;3900;3000
65;Château Rol Valentin;null;1998;12;7.5;true;720;960;0
66;Château Rol Valentin;null;2000;12;7.5;true;540;720;550
67;Château L’Hermitage;null;2000;12;7.5;true;720;1080;600
68;Château L’Hermitage;null;2001;6;7.5;true;240;330;220
69;Château L’Hermitage;null;2001;12;7.5;true;540;660;440
70;Château Monbousquet;null;1995;8;7.5;true;400;640;0
71;Château Monbousquet;null;2000;12;7.5;true;960;1200;750
72;Château Pavie Decesse;null;2000;12;7.5;true;1320;1800;1200
73;Château Pavie;null;1999;12;7.5;true;1800;2400;1850
74;Château Pavie;null;2001;12;7.5;true;2160;3000;1900
75;Château Faugères;null;1999;12;7.5;true;270;390;0
76;Château Faugères;null;2000;12;7.5;true;360;480;260
77;Château Faugères;null;2000;6;15;true;360;540;280
78;Château Faugères;null;2003;6;15;true;300;480;0
79;Château Faugères;null;2005;12;7.5;true;420;540;360
80;Château Faugères;null;2005;6;15;true;420;540;460
81;Château Péby Faugères;null;2002;6;15;true;720;960;600
82;Château Péby Faugères;null;2003;12;7.5;true;780;1040;0
83;Château Troplong Mondot;null;2000;6;7.5;true;600;840;540
84;Château Troplong Mondot;null;2001;12;7.5;true;720;960;580
85;La Gomerie;null;2005;12;7.5;true;1200;1800;0
86;Château Bellevue;null;2006;12;7.5;true;420;600;260
87;Château Bellevue-Mondotte;null;2005;12;7.5;true;3600;5400;3000
88;Château Cheval Blanc;null;2004;12;7.5;true;3240;3900;3200
89;Château l’Eglise Clinet;null;1997;12;7.5;true;1200;1560;800
90;Château l’Eglise Clinet;null;2002;12;7.5;true;960;1200;700
91;Château l’Eglise Clinet;null;2003;6;7.5;true;480;660;540
92;Château Clinet;null;1998;12;7.5;true;1200;1500;800
93;Château Nenin;null;1998;10;7.5;true;500;750;0
94;Château Le Pin;null;1999;1;7.5;false;1200;1800;1050
95;Château Le Pin;null;1999;1;7.5;true;1200;1800;1050
96;Château Rieussec;null;1990;24;3.75;true;720;960;720
97;Château Rieussec;null;1997;12;7.5;true;600;840;380
98;Château Rieussec;null;2000;12;7.5;true;480;660;0
99;Château Rieussec;null;2006;12;7.5;true;420;600;260
100;Château Sigalas Rabaud;null;2007;12;7.5;true;480;720;0
101;Château Doisy Vèdrines;null;1997;12;7.5;true;480;720;300
102;Château Climens;null;1999;12;7.5;true;540;720;650
103;Château d’Yquem;null;1998;3;15;false;1200;1800;980
104;Solaia;null;1990;6;7.5;false;900;1200;880
105;Ornellaia;null;1998;6;7.5;true;840;1200;900
106;Ornellaia;null;1998;6;7.5;true;840;1200;900
107;Sassicaia;null;1997;6;7.5;true;1200;1560;1200
108;Sassicaia;null;1997;1;15;true;450;600;400
109;Sassicaia;null;1997;1;15;true;450;600;400
110;Lamaione;Frescobaldi;1997;6;7.5;true;600;840;320
111;Palazzi;Tenuta di Trinoro;1999;12;7.5;true;1200;1800;1300
112;Trinoro;Tenuta di Trinoro;1997;6;7.5;true;900;1200;0
113;Trinoro;Tenuta di Trinoro;1998;1;30;true;500;800;500
114;Trinoro;Tenuta di Trinoro;2000;12;7.5;true;1320;1800;0
115;Tenuta Casabianca;null;1998;12;7.5;true;300;480;0
116;L’Ermita;null;2000;6;7.5;true;1500;2100;1050
117;L’Ermita;null;2000;3;15;true;1500;2400;1000
118;L’Ermita;null;2001;6;7.5;true;2100;2700;1500
119;L’Ermita;null;2003;6;7.5;true;2100;3000;1500
120;L’Ermita;null;2008;6;7.5;true;3000;4200;2400
121;Contador;Benjamin Romeo;2003;6;7.5;true;1560;2100;1600
122;Pingus;Dominio de Pingus;1996;1;30;false;2400;3000;2000
123;Pingus;Dominio de Pingus;1996;1;30;false;2400;3000;2000
124;Pingus;Dominio de Pingus;1996;1;60;true;5500;6500;4200
125;Viña El Pison;Artadi;2000;6;7.5;true;600;840;580
126;Grandes Añadas;null;2000;6;7.5;true;540;720;560
127;Sine Qua Non Syrah B20;null;2008;3;7.5;false;660;1080;745
128;Sine Qua Non Syrah B20;null;2008;3;7.5;false;660;1080;750
129;Sine Qua Non Grenache The Line;null;2008;3;7.5;false;900;1500;800
130;Sine Qua Non Grenache The Line;null;2008;3;7.5;false;900;1500;800
131;Sine Qua Non Syrah The Thrill of it;null;2009;3;7.5;false;660;900;780
132;Sine Qua Non Syrah The Thrill of it;null;2009;3;7.5;false;660;900;780
133;Sine Qua Non Grenache Upside Down;null;2009;3;7.5;false;720;1080;760
134;Sine Qua Non Grenache Upside Down;null;2009;3;7.5;false;720;1080;760
135;Sine Qua Non Syrah Five Shooter;null;2010;3;7.5;false;900;1500;780
136;Sine Qua Non Syrah Five Shooter;null;2010;3;7.5;false;900;1500;800
137;Sine Qua Non Grenache Five Shooter;null;2010;3;7.5;false;720;1500;780
138;Sine Qua Non Grenache Five Shooter;null;2010;3;7.5;false;720;1500;780
139;Sine Qua Non Syrah Dark Blossom;null;2011;3;7.5;false;750;1200;680
140;Sine Qua Non Syrah Dark Blossom;null;2011;3;7.5;false;750;1750;680
141;Sine Qua Non Grenache Dark Blossom;null;2011;3;7.5;false;660;1080;700
142;Sine Qua Non Grenache Dark Blossom;null;2011;3;7.5;false;660;1080;690
143;Syrah Reva Alban Estate Vineyards;null;2008;6;7.5;false;600;840;540
144;Syrah Reva Alban Estate Vineyards;null;2009;6;7.5;false;660;900;600
145;Cuvée Salzberg Heinrich;null;2009;6;7.5;true;660;900;720
146;Cuvée Salzberg Heinrich;null;2009;6;7.5;true;660;900;720
147;Château Lafite Rothschild;null;2002;6;7.5;true;2400;3600;2600
148;Château Lafite Rothschild;null;1996;2;7.5;false;1500;2000;0
149;Château Lafite Rothschild;null;1996;3;7.5;false;2250;3000;0
150;Château Batailley;null;1997;12;7.5;true;240;360;0
151;Château Batailley;null;2003;12;7.5;true;360;600;360
152;Château Batailley;null;2004;12;7.5;true;360;600;360
153;Château Cos d’Estournel blanc;null;2006;2;7.5;false;400;600;0
154;Château Cos d’Estournel blanc;null;2006;3;7.5;false;600;900;0
155;Château Cos d’Estournel blanc;null;2006;3;7.5;false;600;900;0
156;Château Cos d’Estournel;null;2001;12;7.5;true;960;1320;1000
157;Château Figeac;null;2001;12;7.5;true;960;1320;1100
158;Château Faugères;null;2005;12;7.5;true;420;540;500
159;Château d’Yquem;null;1999;12;3.75;true;840;1200;800
160;Sammarco;Castello die Rampolla;2003;6;7.5;true;210;330;0
161;Sammarco;Castello die Rampolla;2004;6;7.5;true;240;360;240
162;Sammarco;Castello die Rampolla;2006;6;7.5;true;240;360;220
163;Vigna d’Alceo;Castello die Rampolla;2004;6;7.5;true;480;720;520
164;Vigna d’Alceo;Castello die Rampolla;2004;6;7.5;true;480;720;520
165;Il Bruciato;Tenuta Guado al Tasso;2005;12;7.5;true;180;270;0
166;Il Bruciato;Tenuta Guado al Tasso;2007;12;7.5;true;180;270;0
167;Le Serre Nuove;Tenuta dellOrnellaia;2008;12;7.5;true;240;360;400
168;Ornellaia;null;2005;6;7.5;true;720;960;750
169;Ornellaia;null;2008;6;7.5;true;660;840;640
170;Sassicaia;null;2004;6;7.5;true;780;960;800
171;Sassicaia;null;2005;6;7.5;true;780;960;720
172;Sassicaia;null;2006;6;7.5;true;900;1200;880
173;Scrio;Tenuta le Macchiole;2004;6;7.5;true;420;540;420
174;Morellino Poggio Valente;null;2006;4;15;true;160;280;120
175;Saffredi;null;2004;6;7.5;true;300;420;320
176;Saffredi;null;2004;6;7.5;true;300;420;320
177;Saffredi;null;2004;6;7.5;true;300;420;320
178;Saffredi;null;2006;6;7.5;true;270;390;260
179;Cepparello;Isole e Olena;2007;6;7.5;true;300;420;400
180;Solengo;null;2007;12;7.5;true;480;720;460
181;Tignanello;Marchesi Antinori;2006;6;7.5;true;360;480;380
182;Galatrona;null;2005;6;7.5;true;360;540;300
183;Galatrona;null;2006;6;7.5;true;360;540;300
184;Galatrona;null;2007;6;7.5;true;420;600;500
185;Galatrona;null;2007;6;7.5;true;420;600;500
186;Flaccianello;null;2004;6;7.5;true;360;480;380
187;Flaccianello;null;2005;6;7.5;true;300;420;330
188;Flaccianello;null;2006;6;7.5;true;480;720;520
189;Monteti;Tenuta Monteti;2006;12;7.5;true;240;360;280
190;Finca Dofi;null;2000;6;7.5;false;300;420;400
191;Clos d’Agon;null;2006;12;7.5;true;300;420;320
192;Viader Cabernet Sauvignon;Delia Viader;2002;6;7.5;true;420;660;330
193;Viader Cabernet Sauvignon;Delia Viader;2006;6;7.5;true;360;540;0
194;Viader Cabernet Sauvignon;Delia Viader;2008;6;7.5;true;360;540;300
195;Cabernet Sauvignon Estate;Ch. Montelena;2003;6;7.5;false;480;720;500
196;Chardonnay;null;2006;6;7.5;false;480;720;0
197;The Judge Chardonnay;Kongsgaard;2006;4;7.5;false;520;720;520
198;The Judge Chardonnay;Kongsgaard;2007;3;7.5;false;480;600;500
199;Grüner Veltliner Unendlich;F.X. Pichler;2003;3;7.5;false;540;720;500
200;Grüner Veltliner Unendlich;F.X. Pichler;2003;3;7.5;false;540;720;0
201;Grüner Veltliner Unendlich;F.X. Pichler;2003;6;7.5;true;1080;1440;0
202;Grüner Veltliner Unendlich;F.X. Pichler;2003;6;7.5;true;1080;1440;0
203;Riesling Auslese Gantenbein;null;2005;6;7.5;true;360;480;300
204;Riesling Auslese Gantenbein;null;2005;6;7.5;true;360;480;300
205;Riesling Auslese Gantenbein;null;2005;6;7.5;true;360;480;300
206;Pinot Noir;Gantenbein;2003;3;15;true;900;1200;850
207;Pinot Noir;Gantenbein;2003;3;15;true;900;1200;900
209;Chambertin;Dom. Armand Rousseau;2001;12;7.5;true;9000;12000;9000
210;Chambertin;Dom. Armand Rousseau;2000;2;15;false;2400;3000;2800
211;Chambertin;Dom. Armand Rousseau;2000;3;15;false;3600;4500;4200
212;Chambertin;Dom. Armand Rousseau;2001;2;15;false;3000;4000;3400
213;Châteauneuf-du-Pape Croix de Bois;Chapoutier;2001;6;7.5;true;180;300;190
214;Châteauneuf-du-Pape Barbe Rac;Chapoutier;1999;6;7.5;true;300;420;0
215;Châteauneuf-du-Pape Barbe Rac;Chapoutier;2001;5;7.5;true;270;350;0
216;Châteauneuf-du-Pape Barbe Rac;Chapoutier;2001;1;15;true;150;250;120
217;Châteauneuf-du-Pape Barbe Rac;Chapoutier;2001;3;15;true;450;750;300
218;Ermitage blanc Cuvée de l’Orée;Chapoutier;1999;6;7.5;true;600;900;680
219;Ermitage rouge L’Ermite;Chapoutier;2001;6;7.5;true;600;960;900
220;Ermitage rouge L’Ermite;Chapoutier;2002;6;7.5;true;360;480;300
221;Côte Rôtie La Mordorèe;Chapoutier;2001;6;7.5;true;540;720;410
222;Côte Rôtie La Mordorèe;Chapoutier;2002;6;7.5;true;300;420;0
223;Côte Rôtie La Mordorèe;Chapoutier;2002;2;15;true;200;300;0
224;Hermitage la Chapelle;Paul Jaboulet Aîné;1996;12;7.5;true;600;960;600
225;Hermitage la Chapelle;Paul Jaboulet Aîné;1998;6;7.5;true;420;600;360
226;Hermitage la Chapelle;Paul Jaboulet Aîné;1999;12;7.5;true;600;960;600
227;Hermitage la Chapelle;Paul Jaboulet Aîné;2000;5;7.5;false;350;500;0
228;Hermitage la Chapelle;Paul Jaboulet Aîné;2000;6;7.5;true;420;600;0
229;Hermitage Vin de Paille;Chapoutier;1997;2;3.75;true;200;300;220
230;Hermitage Vin de Paille;Chapoutier;1997;3;3.75;true;300;450;320
231;Château Roc de Cambes;null;1999;1;7.5;true;1000;1500;1000
232;Château Poujeaux;null;2000;6;15;true;240;360;380
233;Château Citran;null;2000;6;15;true;240;360;260
234;Château Phelan Ségur;null;1995;8;7.5;false;160;240;200
235;Château Tronquoy-Lalande;null;2000;3;15;true;150;210;160
236;Château Tronquoy-Lalande;null;2000;1;60;false;250;400;260
237;Château Rauzan-Ségla;null;1994;12;7.5;true;420;600;480
238;Château Rauzan-Ségla;null;1996;1;15;false;150;200;120
239;Château Rauzan-Ségla;null;1996;3;15;false;450;600;0
240;Château Palmer;null;1990;6;7.5;true;960;1200;1100
241;Château Palmer;null;1995;10;7.5;false;900;1300;1400
242;Château Palmer;null;1996;12;7.5;true;1440;1800;1700
243;Château Haut-Bages-Libéral;null;2000;6;7.5;true;240;300;270
244;Château Pichon Baron;null;1998;12;7.5;true;960;1440;920
245;Les Forts de Latour;null;2000;5;7.5;true;750;1000;0
246;Château Latour;null;1993;1;15;false;400;600;0
247;Château Latour;null;1993;1;15;false;500;750;0
248;Château Latour;null;1993;1;15;false;500;750;0
249;Château Latour;null;1993;12;7.5;true;3600;4200;3500
250;Carruades de Lafite;Pauillac;1999;5;7.5;true;700;1000;700
251;Carruades de Lafite;Pauillac;2000;5;7.5;true;800;1200;800
252;Château Mouton Rothschild;null;1997;6;7.5;true;1500;2100;1600
253;Château Montrose;null;1994;6;15;true;660;840;670
254;Château Montrose;null;1996;1;30;true;350;500;500
255;Château Montrose;null;1996;1;30;true;350;500;500
256;Château Léoville Barton;null;1997;6;15;true;420;600;420
257;Château Léoville Barton;null;1997;1;30;true;150;200;190
258;Château Léoville Barton;null;2000;6;7.5;true;480;600;550
259;Château Léoville Poyferré;null;1999;6;7.5;true;240;300;320
260;Château Gruaud Larose;null;1994;5;15;false;400;600;400
261;Château Ducru Beaucaillou;null;1999;5;7.5;false;375;500;350
262;Château Fieuzal blanc;null;1994;1;30;false;250;400;0
263;Château Smith Haut Lafitte rouge;null;2000;3;15;true;600;900;650
264;Château Beauséjour Bécot;null;2000;6;7.5;true;600;900;0
265;Château Troplong Mondot;null;1996;1;60;false;400;600;320
266;Château Troplong Mondot;null;1996;1;60;false;400;600;320
267;Château Tertre Rôteboeuf;null;1997;12;7.5;true;960;1200;0
268;Château Angélus;null;1994;12;7.5;true;1800;2400;2100
269;Château Pavie;null;1997;10;7.5;true;1800;2400;0
270;Château Gazin;null;1994;12;7.5;true;480;720;345
271;Château Gazin;null;1995;6;7.5;true;300;420;300
272;Château Latour à Pomerol;null;1996;6;7.5;true;300;420;260
273;Château Latour à Pomerol;null;1996;6;7.5;true;300;420;260
274;Château Latour à Pomerol;null;1996;1;30;true;250;400;240
275;Château Latour à Pomerol;null;1996;1;30;true;250;400;240
276;Château Nairac;null;2002;12;3.75;true;180;240;210
277;Château Nairac;null;2002;12;3.75;true;180;240;220
278;Château Guiraud;null;2003;12;3.75;true;180;240;200
279;Flaccianello;null;1999;1;15;true;150;250;170
280;Flaccianello;null;1999;1;15;true;150;250;170
281;Flaccianello;null;1999;1;15;true;150;250;170
282;Flaccianello;Fontodi;1997;1;30;true;600;900;520
283;Percarlo;San Giusto a Rentannano;2001;1;15;true;180;250;180
284;Lupicaia;Castello del Terriccio;1996;1;15;true;100;180;100
285;Ornellaia;Tenuta dell Ornellaia;1994;1;30;true;500;800;420
286;Ornellaia;Tenuta dell Ornellaia;1994;1;60;false;1000;2000;0
287;Terre Brune;Cantina Santadi;1996;1;30;false;180;250;300
288;Ridge Montebello;null;2000;3;15;true;600;900;600
289;Almaviva;null;2000;2;15;true;360;500;300
290;Solaia;null;1989;6;7.5;true;720;960;680
291;Solaia;null;1990;4;7.5;false;600;720;580
292;Solaia;null;1993;6;7.5;true;660;840;600
293;Solaia;null;1998;1;15;true;250;350;260
294;Solaia;null;2009;1;30;true;900;1500;900
295;Sassicaia;Tenuta San Guido;1997;6;7.5;true;1320;1620;1200
296;Sassicaia;Tenuta San Guido;1999;6;7.5;true;900;1200;900
297;Sassicaia;Tenuta San Guido;2000;6;7.5;true;720;960;850
